2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
4150.5,4558.3,5709.6,6684,7528.4,8267.3,8743.7,9288.1,9972.2,10807.5,11438.0,11740.8,11992.3,12422.1,12765.9
